product_id,product_name,brand,price,original_price,discount_percentage,discount_amount,rating,ratings_count,reviews_count,display_size,display_type,screen_resolution,battery_life,battery_capacity,water_resistance,bluetooth_version,compatibility,heart_rate_monitor,blood_oxygen_monitor,sleep_tracker,sports_modes,gps,bluetooth_calling,strap_material,strap_color,weight,warranty,availability,scraped_at,touch_screen,charging_time,stress_monitor,step_counter,calorie_tracker,nfc_payments,music_control,camera_control,voice_assistant,notifications,reminders,case_material,dimensions,in_the_box,launch_date,source
SW10353,Fitbit Charge 4 Camera Control,Fitbit,11655,14315,18,2660,4.3,12542,14144,"1.8""",OLED,356x357 pixels,9 days,372 mAh,Water Resistant,5.2,iOS,Yes,No,Yes,102,Yes,No,Leather,Gold,42 grams,2 year,Out of Stock,2025-10-09 23:34:07,Yes,3 hours,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Plastic,50x45x14 mm,"Smartwatch, Charging Cable, User Manual",10/2022,Flipkart
SW10354,Xiaomi Mi Band Camera Control,Xiaomi,1915,2264,15,349,4.0,29579,17232,"1.3""",LCD,364x446 pixels,21 days,241 mAh,IP68,5.0,Android & iOS,No,Yes,Yes,87,No,No,Polycarbonate,Silver,55 grams,1 year,In Stock,2025-10-09 23:34:07,Yes,2 hours,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Plastic,50x40x12 mm,"Smartwatch, Charging Cable, User Manual",5/2022,Flipkart
SW10355,Xiaomi Mi Band Ultra Heart Rate Monitor,Xiaomi,2421,4015,39,1594,4.2,1960,3273,"1.2""",TFT,377x411 pixels,16 days,308 mAh,IP68,5.0,iOS,Yes,Yes,Yes,78,No,No,Nylon,Gold,80 grams,1 year,In Stock,2025-10-09 23:34:07,Yes,2 hours,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Fiber,47x39x10 mm,"Smartwatch, Charging Cable, User Manual",10/2022,Flipkart
SW10356,Fitbit Versa 2 Voice Assistant,Fitbit,8114,12347,34,4233,4.5,20312,423,"1.8""",AMOLED,378x364 pixels,11 days,519 mAh,IP67,5.2,iOS,Yes,Yes,Yes,91,Yes,Yes,Nylon,Purple,56 grams,1 year,Out of Stock,2025-10-09 23:34:07,Yes,2 hours,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Fiber,43x43x13 mm,"Smartwatch, Charging Cable, User Manual",11/2023,Flipkart
SW10357,Huami Amazfit Bip Lite AMOLED Display,Huami,4026,6509,38,2483,4.2,18253,1764,"1.2""",LCD,373x366 pixels,10 days,218 mAh,5ATM,5.0,Android,No,Yes,Yes,73,No,Yes,Metal,Gold,67 grams,2 year,In Stock,2025-10-09 23:34:07,Yes,1 hours,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Plastic,42x39x10 mm,"Smartwatch, Charging Cable, User Manual",6/2022,Flipkart
SW10358,Samsung Galaxy Fit Ultra Female Health Tracking,Samsung,12055,18375,34,6320,4.4,20417,14445,"1.8""",AMOLED,398x380 pixels,11 days,387 mAh,Water Resistant,5.2,iOS,Yes,Yes,Yes,98,No,No,Metal,Blue,73 grams,1 year,In Stock,2025-10-09 23:34:07,Yes,3 hours,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Fiber,42x39x12 mm,"Smartwatch, Charging Cable, User Manual",10/2022,Flipkart
SW10359,boAt Flash Ultra Bluetooth Calling,boAt,2679,3340,19,661,4.8,46830,6310,"1.4""",TFT,405x406 pixels,17 days,504 mAh,3ATM,5.0,Android & iOS,No,Yes,Yes,67,No,No,Leather,Green,33 grams,2 year,In Stock,2025-10-09 23:34:07,Yes,3 hours,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Metal,50x42x12 mm,"Smartwatch, Charging Cable, User Manual",6/2023,Flipkart
SW10360,Ambrane Stride 4 Female Health Tracking,Ambrane,1412,2205,35,793,4.0,2985,3216,"1.3""",LCD,395x396 pixels,18 days,382 mAh,3ATM,5.0,Android & iOS,Yes,Yes,Yes,84,No,No,TPU,Blue,78 grams,1 year,Out of Stock,2025-10-09 23:34:07,Yes,1 hours,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Metal,46x35x13 mm,"Smartwatch, Charging Cable, User Manual",8/2024,Flipkart
SW10361,Fire-Boltt Ninja Ultra Water Resistance,Fire-Boltt,6058,9935,39,3877,4.1,19955,17426,"1.4""",LCD,404x334 pixels,20 days,314 mAh,Water Resistant,5.0,iOS,No,Yes,Yes,96,No,No,Silicone,Blue,53 grams,2 year,In Stock,2025-10-09 23:34:07,Yes,2 hours,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Plastic,45x41x15 mm,"Smartwatch, Charging Cable, User Manual",6/2023,Flipkart
SW10362,Fitbit Inspire Max Voice Assistant,Fitbit,18543,29576,37,11033,4.5,37080,17636,"1.8""",AMOLED,352x330 pixels,7 days,582 mAh,3ATM,5.2,iOS,Yes,Yes,Yes,115,Yes,No,Nylon,Gold,67 grams,2 year,In Stock,2025-10-09 23:34:07,Yes,1 hours,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Fiber,46x42x14 mm,"Smartwatch, Charging Cable, User Manual",6/2023,Flipkart
SW10363,boAt Wave 2 Weather Display,boAt,2625,4411,40,1786,4.5,5597,18796,"1.4""",LCD,444x402 pixels,7 days,540 mAh,IP67,5.0,iOS,Yes,Yes,Yes,89,No,No,Silicone,Green,31 grams,1 year,In Stock,2025-10-09 23:34:07,Yes,2 hours,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Metal,46x41x13 mm,"Smartwatch, Charging Cable, User Manual",7/2023,Flipkart
SW10364,boAt Flash Lite Stress Monitoring,boAt,8861,14792,40,5931,4.1,44311,13244,"1.8""",OLED,353x356 pixels,7 days,366 mAh,3ATM,5.2,Android & iOS,Yes,No,Yes,97,No,Yes,Metal,Purple,57 grams,1 year,Out of Stock,2025-10-09 23:34:07,Yes,3 hours,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Plastic,42x40x12 mm,"Smartwatch, Charging Cable, User Manual",7/2024,Flipkart
SW10365,Sonata Essence Lite Female Health Tracking,Sonata,3721,6562,43,2841,4.1,49099,8632,"1.2""",TFT,385x404 pixels,21 days,256 mAh,5ATM,5.0,Android & iOS,Yes,No,Yes,99,No,No,Silicone,Pink,63 grams,2 year,In Stock,2025-10-09 23:34:07,Yes,3 hours,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Fiber,47x41x12 mm,"Smartwatch, Charging Cable, User Manual",11/2023,Flipkart
SW10366,Garmin Forerunner Plus Female Health Tracking,Garmin,25199,40058,37,14859,4.0,24029,10337,"1.8""",AMOLED,369x347 pixels,6 days,433 mAh,Water Resistant,5.3,Android & iOS,Yes,Yes,Yes,200,Yes,Yes,Leather,Silver,30 grams,2 year,In Stock,2025-10-09 23:34:07,Yes,1 hours,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Fiber,50x41x15 mm,"Smartwatch, Charging Cable, User Manual",5/2022,Flipkart
SW10367,Fire-Boltt Armor Ultra Music Control,Fire-Boltt,1346,1926,30,580,3.9,9801,14256,"1.3""",TFT,376x336 pixels,10 days,580 mAh,Water Resistant,5.0,Android & iOS,No,No,Yes,98,No,No,Leather,Black,80 grams,1 year,In Stock,2025-10-09 23:34:07,Yes,3 hours,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Metal,46x45x11 mm,"Smartwatch, Charging Cable, User Manual",3/2022,Flipkart
SW10368,Fire-Boltt Ninja 3 Notification Alerts,Fire-Boltt,6863,9110,24,2247,4.2,46326,10924,"1.3""",TFT,438x424 pixels,18 days,433 mAh,3ATM,5.0,Android,No,No,Yes,95,No,Yes,Silicone,Blue,55 grams,2 year,In Stock,2025-10-09 23:34:07,Yes,2 hours,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Metal,50x35x12 mm,"Smartwatch, Charging Cable, User Manual",5/2022,Flipkart
SW10369,Fitbit Versa Pro GPS Navigation,Fitbit,7699,11331,32,3632,4.3,33540,17453,"1.3""",LCD,393x352 pixels,19 days,580 mAh,Water Resistant,5.0,Android,Yes,Yes,Yes,76,No,No,Nylon,Red,68 grams,2 year,In Stock,2025-10-09 23:34:07,Yes,1 hours,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Fiber,49x43x11 mm,"Smartwatch, Charging Cable, User Manual",4/2024,Flipkart
SW10370,Fastrack Reflex Notification Alerts,Fastrack,3794,4738,19,944,4.1,32337,14767,"1.2""",LCD,346x324 pixels,10 days,265 mAh,3ATM,5.0,Android & iOS,Yes,Yes,Yes,50,No,Yes,Leather,Black,64 grams,2 year,Out of Stock,2025-10-09 23:34:07,Yes,1 hours,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Metal,49x38x11 mm,"Smartwatch, Charging Cable, User Manual",12/2024,Flipkart
SW10371,Garmin Fenix Max Heart Rate Monitor,Garmin,15305,27371,44,12066,4.7,11107,7121,"1.8""",OLED,422x433 pixels,12 days,316 mAh,5ATM,5.2,iOS,Yes,Yes,Yes,92,No,Yes,Nylon,Gold,76 grams,2 year,Out of Stock,2025-10-09 23:34:07,Yes,3 hours,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Plastic,50x43x12 mm,"Smartwatch, Charging Cable, User Manual",1/2024,Flipkart
SW10372,Garmin Forerunner 2 Bluetooth Calling,Garmin,44586,54680,18,10094,4.6,16198,12625,"2.0""",AMOLED,328x407 pixels,5 days,254 mAh,IP68,5.3,Android,Yes,Yes,Yes,184,Yes,Yes,Polycarbonate,Brown,52 grams,1 year,Out of Stock,2025-10-09 23:34:07,Yes,3 hours,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Fiber,50x35x14 mm,"Smartwatch, Charging Cable, User Manual",9/2022,Flipkart
SW10373,CrossBeats Ignite Plus Camera Control,CrossBeats,7783,13592,42,5809,4.0,6626,2517,"1.3""",TFT,325x343 pixels,18 days,561 mAh,5ATM,5.0,Android,Yes,No,Yes,68,No,No,TPU,Silver,62 grams,2 year,Out of Stock,2025-10-09 23:34:07,Yes,1 hours,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Plastic,47x37x10 mm,"Smartwatch, Charging Cable, User Manual",1/2024,Flipkart
SW10374,CrossBeats Elevate Ultra Camera Control,CrossBeats,2288,3281,30,993,4.8,48648,8678,"1.3""",TFT,327x365 pixels,11 days,422 mAh,IP67,5.0,iOS,Yes,Yes,Yes,70,No,No,Metal,Blue,45 grams,1 year,Out of Stock,2025-10-09 23:34:07,Yes,1 hours,No,Yes,Yes,No,Yes,No,No,Yes,Yes,Fiber,43x35x13 mm,"Smartwatch, Charging Cable, User Manual",6/2023,Flipkart
SW10375,Apple Watch Ultra SpO2 Monitor,Apple,43171,52092,17,8921,4.3,10420,3181,"2.0""",AMOLED,378x404 pixels,4 days,596 mAh,Water Resistant,5.3,iOS,Yes,Yes,Yes,196,Yes,Yes,Leather,Silver,62 grams,1 year,In Stock,2025-10-09 23:34:07,Yes,1 hours,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Plastic,49x37x15 mm,"Smartwatch, Charging Cable, User Manual",9/2023,Flipkart
SW10376,Garmin Fenix 4 Water Resistance,Garmin,17174,25508,32,8334,3.9,11841,19867,"1.6""",AMOLED,376x333 pixels,14 days,364 mAh,IP68,5.2,Android & iOS,Yes,No,Yes,108,No,No,Nylon,Green,65 grams,1 year,Out of Stock,2025-10-09 23:34:07,Yes,2 hours,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Plastic,46x43x13 mm,"Smartwatch, Charging Cable, User Manual",5/2024,Flipkart
SW10377,Titan Juxt 4 Voice Assistant,Titan,5266,9284,43,4018,4.7,48866,17762,"1.2""",LCD,418x342 pixels,9 days,344 mAh,IP68,5.0,Android,Yes,No,Yes,92,No,Yes,Metal,Red,55 grams,2 year,In Stock,2025-10-09 23:34:07,Yes,2 hours,No,Yes,Yes,No,Yes,No,No,Yes,Yes,Plastic,48x37x12 mm,"Smartwatch, Charging Cable, User Manual",12/2024,Flipkart
SW10378,CrossBeats Ignite 2 Weather Display,CrossBeats,5882,6899,14,1017,4.4,35265,4609,"1.2""",LCD,440x348 pixels,17 days,561 mAh,5ATM,5.0,Android,Yes,Yes,Yes,67,No,Yes,Nylon,Purple,57 grams,2 year,In Stock,2025-10-09 23:34:07,Yes,3 hours,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Metal,47x45x12 mm,"Smartwatch, Charging Cable, User Manual",10/2022,Flipkart
SW10379,Amazfit GTR 4 Weather Display,Amazfit,4059,6038,32,1979,4.4,38932,5419,"1.3""",LCD,424x439 pixels,9 days,546 mAh,3ATM,5.0,Android,No,No,Yes,86,No,Yes,Polycarbonate,Pink,62 grams,1 year,Out of Stock,2025-10-09 23:34:07,Yes,1 hours,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Fiber,46x44x14 mm,"Smartwatch, Charging Cable, User Manual",6/2022,Flipkart
SW10380,Garmin Forerunner Heart Rate Monitor,Garmin,32033,41205,22,9172,4.1,26476,15077,"2.2""",AMOLED,411x427 pixels,6 days,355 mAh,Water Resistant,5.3,iOS,Yes,Yes,Yes,191,Yes,Yes,Nylon,Green,47 grams,2 year,In Stock,2025-10-09 23:34:07,Yes,2 hours,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Fiber,50x42x12 mm,"Smartwatch, Charging Cable, User Manual",12/2024,Flipkart
SW10381,Huami Amazfit GTS Max Weather Display,Huami,7310,10950,33,3640,4.4,46450,18773,"1.2""",LCD,340x355 pixels,19 days,301 mAh,IP67,5.0,Android,Yes,No,Yes,72,No,Yes,Polycarbonate,Red,75 grams,2 year,Out of Stock,2025-10-09 23:34:07,Yes,3 hours,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Fiber,44x41x15 mm,"Smartwatch, Charging Cable, User Manual",3/2023,Flipkart
SW10382,Fire-Boltt Quantum Plus Heart Rate Monitor,Fire-Boltt,1971,2964,33,993,4.3,5624,17813,"1.3""",LCD,438x385 pixels,20 days,540 mAh,3ATM,5.0,Android & iOS,Yes,No,Yes,90,No,No,Polycarbonate,Brown,76 grams,2 year,In Stock,2025-10-09 23:34:07,Yes,3 hours,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Metal,48x38x14 mm,"Smartwatch, Charging Cable, User Manual",3/2022,Flipkart
SW10383,Ambrane Curve Plus Notification Alerts,Ambrane,1721,2020,14,299,4.1,5559,10838,"1.4""",TFT,365x394 pixels,10 days,348 mAh,IP67,5.0,iOS,No,No,Yes,51,No,No,Metal,Brown,45 grams,2 year,Out of Stock,2025-10-09 23:34:07,Yes,2 hours,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Fiber,44x45x14 mm,"Smartwatch, Charging Cable, User Manual",10/2023,Flipkart
SW10384,Apple Watch Ultra 2 Water Resistance,Apple,56484,67520,16,11036,4.5,17861,1593,"2.2""",AMOLED,347x437 pixels,3 days,338 mAh,IP67,5.3,Android & iOS,Yes,Yes,Yes,124,Yes,Yes,Metal,Silver,44 grams,2 year,Out of Stock,2025-10-09 23:34:07,Yes,3 hours,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Plastic,44x41x13 mm,"Smartwatch, Charging Cable, User Manual",11/2023,Flipkart
SW10385,Fitbit Versa Ultra Bluetooth Calling,Fitbit,6035,10476,42,4441,3.8,38816,17455,"1.4""",LCD,386x320 pixels,21 days,466 mAh,IP67,5.0,Android & iOS,Yes,No,Yes,97,No,Yes,Nylon,Green,57 grams,1 year,In Stock,2025-10-09 23:34:07,Yes,1 hours,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Metal,40x42x10 mm,"Smartwatch, Charging Cable, User Manual",3/2024,Flipkart
SW10386,Ambrane Stride 4 Sleep Tracking,Ambrane,3114,5335,41,2221,4.6,28685,13401,"1.4""",LCD,380x328 pixels,11 days,373 mAh,IP68,5.0,Android,Yes,Yes,Yes,88,No,Yes,Silicone,Pink,67 grams,1 year,In Stock,2025-10-09 23:34:07,Yes,2 hours,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Fiber,40x41x13 mm,"Smartwatch, Charging Cable, User Manual",3/2023,Flipkart
SW10387,Amazfit Band Ultra Music Control,Amazfit,12651,22309,43,9658,4.1,16371,5848,"1.6""",OLED,359x422 pixels,14 days,204 mAh,5ATM,5.2,Android,Yes,No,Yes,108,Yes,Yes,Polycarbonate,Red,46 grams,1 year,Out of Stock,2025-10-09 23:34:07,Yes,2 hours,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Plastic,45x44x15 mm,"Smartwatch, Charging Cable, User Manual",9/2024,Flipkart
SW10388,CrossBeats Ignite 2 GPS Navigation,CrossBeats,5971,8406,28,2435,4.0,14828,689,"1.4""",LCD,394x375 pixels,13 days,599 mAh,Water Resistant,5.0,iOS,No,Yes,Yes,95,No,Yes,Silicone,Brown,33 grams,2 year,In Stock,2025-10-09 23:34:07,Yes,2 hours,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Metal,47x36x11 mm,"Smartwatch, Charging Cable, User Manual",6/2023,Flipkart
SW10389,Titan Juxt Plus AMOLED Display,Titan,9913,16749,40,6836,4.7,41999,17233,"1.8""",OLED,379x327 pixels,11 days,242 mAh,IP68,5.2,iOS,Yes,No,Yes,90,No,No,TPU,Black,55 grams,2 year,Out of Stock,2025-10-09 23:34:07,Yes,2 hours,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Fiber,48x37x13 mm,"Smartwatch, Charging Cable, User Manual",11/2024,Flipkart
SW10390,Huami Amazfit GTS 4 Weather Display,Huami,6733,9906,32,3173,4.0,26855,12951,"1.2""",TFT,322x425 pixels,11 days,490 mAh,IP67,5.0,Android,Yes,No,Yes,82,No,No,Nylon,Brown,55 grams,1 year,Out of Stock,2025-10-09 23:34:07,Yes,3 hours,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Plastic,49x40x15 mm,"Smartwatch, Charging Cable, User Manual",7/2022,Flipkart
SW10391,Realme Watch Female Health Tracking,Realme,2339,2710,13,371,4.4,9317,9509,"1.3""",TFT,385x366 pixels,18 days,501 mAh,5ATM,5.0,Android,No,No,Yes,84,No,Yes,Metal,Silver,73 grams,1 year,In Stock,2025-10-09 23:34:07,Yes,3 hours,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Plastic,42x36x13 mm,"Smartwatch, Charging Cable, User Manual",8/2022,Flipkart
SW10392,Ambrane Stride Plus Voice Assistant,Ambrane,3280,5900,44,2620,4.3,23191,5235,"1.2""",LCD,356x410 pixels,20 days,265 mAh,IP67,5.0,Android,No,No,Yes,71,No,Yes,Polycarbonate,Brown,60 grams,2 year,Out of Stock,2025-10-09 23:34:07,Yes,2 hours,No,Yes,Yes,No,Yes,No,No,Yes,Yes,Metal,43x38x11 mm,"Smartwatch, Charging Cable, User Manual",10/2024,Flipkart
SW10393,Samsung Galaxy Fit 4 Weather Display,Samsung,12454,16403,24,3949,4.7,28442,15237,"1.6""",OLED,357x340 pixels,12 days,338 mAh,3ATM,5.2,iOS,Yes,No,Yes,119,No,Yes,TPU,Red,30 grams,1 year,In Stock,2025-10-09 23:34:07,Yes,2 hours,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Plastic,50x42x14 mm,"Smartwatch, Charging Cable, User Manual",10/2024,Flipkart
SW10394,Fitbit Versa Water Resistance,Fitbit,8106,12012,32,3906,4.0,45581,11238,"1.6""",AMOLED,438x333 pixels,7 days,387 mAh,5ATM,5.2,iOS,Yes,Yes,Yes,97,Yes,Yes,Silicone,Gold,60 grams,1 year,Out of Stock,2025-10-09 23:34:07,Yes,3 hours,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Plastic,41x36x14 mm,"Smartwatch, Charging Cable, User Manual",3/2023,Flipkart
SW10395,OnePlus Watch Plus Heart Rate Monitor,OnePlus,5387,8338,35,2951,4.6,28677,12550,"1.4""",LCD,428x449 pixels,19 days,341 mAh,5ATM,5.0,Android,No,Yes,Yes,64,No,Yes,TPU,Silver,49 grams,2 year,In Stock,2025-10-09 23:34:07,Yes,1 hours,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Fiber,44x43x11 mm,"Smartwatch, Charging Cable, User Manual",12/2024,Flipkart
SW10396,Garmin Instinct 3 GPS Navigation,Garmin,42779,65071,34,22292,4.5,25544,14818,"2.0""",AMOLED,348x428 pixels,6 days,377 mAh,5ATM,5.3,Android,Yes,Yes,Yes,125,Yes,Yes,Nylon,Pink,56 grams,2 year,In Stock,2025-10-09 23:34:07,Yes,3 hours,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Metal,48x42x13 mm,"Smartwatch, Charging Cable, User Manual",7/2023,Flipkart
SW10397,Amazfit GTR Lite GPS Navigation,Amazfit,7650,12717,39,5067,4.4,40906,628,"1.4""",LCD,335x347 pixels,7 days,306 mAh,IP68,5.0,Android,Yes,No,Yes,80,No,Yes,Polycarbonate,Pink,51 grams,1 year,Out of Stock,2025-10-09 23:34:07,Yes,2 hours,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Fiber,48x41x14 mm,"Smartwatch, Charging Cable, User Manual",7/2023,Flipkart
SW10398,Boult Bolt Plus Stress Monitoring,Boult,3513,4546,22,1033,4.4,22468,1951,"1.3""",TFT,431x435 pixels,20 days,386 mAh,IP68,5.0,Android,Yes,No,Yes,100,No,Yes,Metal,Green,50 grams,2 year,In Stock,2025-10-09 23:34:07,Yes,3 hours,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Plastic,47x35x10 mm,"Smartwatch, Charging Cable, User Manual",12/2023,Flipkart
SW10399,Noise ColorFit Icon 3 Female Health Tracking,Noise,6133,7781,21,1648,4.0,27632,16957,"1.3""",LCD,376x450 pixels,8 days,490 mAh,IP67,5.0,Android & iOS,No,Yes,Yes,69,No,No,Nylon,Red,67 grams,2 year,In Stock,2025-10-09 23:34:07,Yes,2 hours,No,Yes,Yes,No,Yes,No,No,Yes,Yes,Metal,49x45x12 mm,"Smartwatch, Charging Cable, User Manual",2/2022,Flipkart
SW10400,Fire-Boltt Quantum Ultra Notification Alerts,Fire-Boltt,3707,6654,44,2947,4.5,12213,11634,"1.3""",LCD,429x444 pixels,19 days,413 mAh,IP67,5.0,Android,Yes,No,Yes,57,No,Yes,Silicone,Pink,33 grams,2 year,In Stock,2025-10-09 23:34:07,Yes,2 hours,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Fiber,44x44x10 mm,"Smartwatch, Charging Cable, User Manual",9/2023,Flipkart
SW10401,Fitbit Charge Stress Monitoring,Fitbit,18051,23014,21,4963,4.6,36816,16276,"1.6""",AMOLED,348x445 pixels,10 days,493 mAh,5ATM,5.2,Android,Yes,No,Yes,113,Yes,No,TPU,Black,78 grams,2 year,Out of Stock,2025-10-09 23:34:07,Yes,2 hours,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Plastic,40x37x12 mm,"Smartwatch, Charging Cable, User Manual",11/2023,Flipkart
SW10402,boAt Flash Music Control,boAt,3512,5496,36,1984,4.7,6405,18809,"1.3""",TFT,419x365 pixels,20 days,595 mAh,Water Resistant,5.0,Android,Yes,No,Yes,93,No,No,Metal,Black,45 grams,2 year,In Stock,2025-10-09 23:34:07,Yes,2 hours,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Plastic,50x40x15 mm,"Smartwatch, Charging Cable, User Manual",6/2024,Flipkart
SW10403,Titan Juxt Plus AMOLED Display,Titan,9682,14779,34,5097,4.1,32661,834,"1.8""",AMOLED,426x384 pixels,12 days,464 mAh,5ATM,5.2,iOS,Yes,No,Yes,116,No,No,TPU,Pink,63 grams,2 year,In Stock,2025-10-09 23:34:07,Yes,2 hours,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Plastic,47x38x15 mm,"Smartwatch, Charging Cable, User Manual",11/2024,Flipkart
SW10404,Ambrane Curve Pro Voice Assistant,Ambrane,1226,1858,34,632,4.5,44650,4546,"1.2""",TFT,396x324 pixels,7 days,280 mAh,IP68,5.0,Android,Yes,Yes,Yes,73,No,Yes,TPU,Green,63 grams,1 year,In Stock,2025-10-09 23:34:07,Yes,2 hours,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Plastic,44x45x15 mm,"Smartwatch, Charging Cable, User Manual",7/2024,Flipkart
SW10405,Sonata Essence 4 AMOLED Display,Sonata,2636,3100,14,464,4.8,20996,19152,"1.3""",LCD,361x379 pixels,7 days,246 mAh,IP68,5.0,iOS,No,No,Yes,64,No,No,Polycarbonate,Silver,38 grams,1 year,Out of Stock,2025-10-09 23:34:07,Yes,2 hours,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Plastic,44x36x14 mm,"Smartwatch, Charging Cable, User Manual",2/2024,Flipkart
SW10406,OnePlus Watch 3 Bluetooth Calling,OnePlus,7836,13491,41,5655,4.8,26688,8695,"1.3""",LCD,332x320 pixels,18 days,324 mAh,IP68,5.0,Android,No,No,Yes,55,No,No,Silicone,Black,43 grams,1 year,In Stock,2025-10-09 23:34:07,Yes,1 hours,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Fiber,43x43x13 mm,"Smartwatch, Charging Cable, User Manual",10/2023,Flipkart
SW10407,Samsung Gear Sport Ultra SpO2 Monitor,Samsung,23023,32500,29,9477,4.7,43032,12831,"2.0""",AMOLED,387x407 pixels,4 days,355 mAh,IP68,5.3,iOS,Yes,Yes,Yes,126,Yes,Yes,Nylon,Purple,41 grams,2 year,In Stock,2025-10-09 23:34:07,Yes,1 hours,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Fiber,49x37x13 mm,"Smartwatch, Charging Cable, User Manual",9/2023,Flipkart
SW10408,Titan Juxt 2 Music Control,Titan,5225,9130,42,3905,4.2,20866,18542,"1.4""",LCD,339x355 pixels,11 days,414 mAh,Water Resistant,5.0,iOS,Yes,No,Yes,66,No,Yes,Polycarbonate,Black,32 grams,2 year,In Stock,2025-10-09 23:34:07,Yes,3 hours,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Plastic,49x39x12 mm,"Smartwatch, Charging Cable, User Manual",4/2023,Flipkart
SW10409,Huami Amazfit GTS Weather Display,Huami,6447,10923,40,4476,4.4,49066,12154,"1.3""",TFT,382x408 pixels,8 days,292 mAh,Water Resistant,5.0,iOS,Yes,No,Yes,58,No,Yes,Leather,Green,50 grams,1 year,In Stock,2025-10-09 23:34:07,Yes,1 hours,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Fiber,50x39x14 mm,"Smartwatch, Charging Cable, User Manual",12/2023,Flipkart
SW10410,Fitbit Charge Ultra Heart Rate Monitor,Fitbit,21364,27044,21,5680,4.8,35215,11969,"1.8""",AMOLED,353x378 pixels,3 days,206 mAh,3ATM,5.3,iOS,Yes,Yes,Yes,177,Yes,Yes,Polycarbonate,Blue,39 grams,2 year,In Stock,2025-10-09 23:34:07,Yes,2 hours,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Plastic,47x43x11 mm,"Smartwatch, Charging Cable, User Manual",10/2024,Flipkart
SW10411,Boult Bolt 2 Sports Modes,Boult,1339,2175,38,836,4.1,43641,12880,"1.3""",TFT,405x420 pixels,11 days,431 mAh,IP68,5.0,Android,No,No,Yes,85,No,Yes,TPU,Red,47 grams,1 year,In Stock,2025-10-09 23:34:07,Yes,3 hours,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Fiber,41x39x15 mm,"Smartwatch, Charging Cable, User Manual",8/2024,Flipkart
